filepath,x1,x2,x3,x4,x5,x6,x7,x8
C:\\dev\\dataset\\ThinFilm\\data1\\1262.tif,0.018608,37.216182,0.069473,0.224016,1333.173462,1519.134155,-4.156852,12.244181
C:\\dev\\dataset\\ThinFilm\\data1\\1263.tif,0.018584,37.167045,0.069623,0.288654,1333.360718,1599.356934,-3.224514,12.244435
C:\\dev\\dataset\\ThinFilm\\data1\\1264.tif,0.018452,36.904979,0.069709,0.288137,1333.467896,1598.714966,-4.145959,12.244682
C:\\dev\\dataset\\ThinFilm\\data1\\1265.tif,0.018641,37.281699,0.069716,0.287653,1333.476196,1598.114502,-4.13342,12.244915
C:\\dev\\dataset\\ThinFilm\\data1\\1266.tif,0.018633,37.26532,0.06979,0.289048,1333.568237,1599.845581,-4.126092,12.245183
C:\\dev\\dataset\\ThinFilm\\data1\\1267.tif,0.018633,37.26532,0.069925,0.225417,1333.737427,1520.873169,-4.141708,12.245437
C:\\dev\\dataset\\ThinFilm\\data1\\1268.tif,0.018534,37.06877,0.069978,0.225484,1333.803833,1520.956421,-3.22369,12.245684
C:\\dev\\dataset\\ThinFilm\\data1\\1269.tif,0.018608,37.216182,0.070027,0.288683,1333.864868,1599.392334,-3.222194,12.245939
C:\\dev\\dataset\\ThinFilm\\data1\\1270.tif,0.0186,37.199803,0.070169,0.225433,1334.041504,1520.893188,-4.122421,12.246186
C:\\dev\\dataset\\ThinFilm\\data1\\1271.tif,0.018584,37.167045,0.070209,0.289217,1334.091064,1600.055786,-3.21271,12.246433
C:\\dev\\dataset\\ThinFilm\\data1\\1272.tif,0.018518,37.036012,0.070352,0.289715,1334.269287,1600.674072,-4.119381,12.246687
C:\\dev\\dataset\\ThinFilm\\data1\\1273.tif,0.018534,37.06877,0.070322,0.289422,1334.231934,1600.309448,-4.118093,12.246941
C:\\dev\\dataset\\ThinFilm\\data1\\1274.tif,0.018567,37.134287,0.070437,0.289895,1334.37561,1600.896606,-4.115666,12.247188
C:\\dev\\dataset\\ThinFilm\\data1\\1275.tif,0.018715,37.429111,0.070615,0.29049,1334.596924,1601.635864,-4.115648,12.247435
C:\\dev\\dataset\\ThinFilm\\data1\\1276.tif,0.018403,36.806705,0.070647,0.290306,1334.637817,1601.407349,-4.113737,12.247717
C:\\dev\\dataset\\ThinFilm\\data1\\1277.tif,0.018633,37.26532,0.070787,0.288972,1334.812134,1599.751709,-4.109223,12.247944
C:\\dev\\dataset\\ThinFilm\\data1\\1278.tif,0.018526,37.052391,0.070789,0.290511,1334.814209,1601.661621,-4.082261,12.248191
C:\\dev\\dataset\\ThinFilm\\data1\\1279.tif,0.018543,37.085149,0.070911,0.290637,1334.966797,1601.817505,-4.103903,12.248445
C:\\dev\\dataset\\ThinFilm\\data1\\1280.tif,0.018526,37.052391,0.070936,0.28977,1334.997192,1600.741699,-4.098588,12.248692
C:\\dev\\dataset\\ThinFilm\\data1\\1281.tif,0.018428,36.855842,0.071062,0.289778,1335.154541,1600.751831,-4.084957,12.248946
C:\\dev\\dataset\\ThinFilm\\data1\\1282.tif,0.018526,37.052391,0.071124,0.28965,1335.231689,1600.59314,-4.077814,12.249186
C:\\dev\\dataset\\ThinFilm\\data1\\1283.tif,0.01851,37.019633,0.071182,0.290413,1335.304321,1601.539917,-4.07247,12.249441
C:\\dev\\dataset\\ThinFilm\\data1\\1284.tif,0.018584,37.167045,0.071216,0.290074,1335.346436,1601.118896,-4.079852,12.249695
C:\\dev\\dataset\\ThinFilm\\data1\\1285.tif,0.018543,37.085149,0.071413,0.290248,1335.592529,1601.335083,-4.073155,12.249949
C:\\dev\\dataset\\ThinFilm\\data1\\1286.tif,0.018502,37.003254,0.071499,0.289861,1335.699829,1600.854736,-4.064336,12.250196
C:\\dev\\dataset\\ThinFilm\\data1\\1287.tif,0.018461,36.921358,0.071446,0.290055,1335.633423,1601.095215,-4.05403,12.25045
C:\\dev\\dataset\\ThinFilm\\data1\\1288.tif,0.018485,36.970496,0.071569,0.290166,1335.786499,1601.234009,-4.059765,12.250697
C:\\dev\\dataset\\ThinFilm\\data1\\1289.tif,0.018534,37.06877,0.071651,0.291017,1335.889282,1602.290039,-4.054362,12.250951
C:\\dev\\dataset\\ThinFilm\\data1\\1290.tif,0.018469,36.937737,0.071742,0.29122,1336.002686,1602.541016,-4.06157,12.251198
C:\\dev\\dataset\\ThinFilm\\data1\\1291.tif,0.018412,36.823084,0.071804,0.290625,1336.078979,1601.802734,-4.059239,12.251446
C:\\dev\\dataset\\ThinFilm\\data1\\1292.tif,0.018518,37.036012,0.071934,0.291532,1336.240845,1602.928833,-4.04749,12.2517
C:\\dev\\dataset\\ThinFilm\\data1\\1293.tif,0.018477,36.954117,0.072016,0.290875,1336.344238,1602.113037,-4.052801,12.25196
C:\\dev\\dataset\\ThinFilm\\data1\\1294.tif,0.018534,37.06877,0.072053,0.291487,1336.389648,1602.873047,-4.039004,12.252201
C:\\dev\\dataset\\ThinFilm\\data1\\1295.tif,0.018477,36.954117,0.072098,0.290882,1336.445923,1602.122437,-4.045465,12.252455
C:\\dev\\dataset\\ThinFilm\\data1\\1296.tif,0.018534,37.06877,0.072208,0.291058,1336.583374,1602.340332,-4.03454,12.252702
C:\\dev\\dataset\\ThinFilm\\data1\\1297.tif,0.0186,37.199803,0.072294,0.2911,1336.690063,1602.392212,-4.030811,12.252956
C:\\dev\\dataset\\ThinFilm\\data1\\1298.tif,0.018493,36.986875,0.072394,0.29203,1336.814331,1603.547119,-4.026617,12.253203
C:\\dev\\dataset\\ThinFilm\\data1\\1299.tif,0.018395,36.790325,0.072495,0.291174,1336.94104,1602.484619,-4.033928,12.25345
C:\\dev\\dataset\\ThinFilm\\data1\\1300.tif,0.018493,36.986875,0.072488,0.291126,1336.932617,1602.424194,-4.01646,12.253711
C:\\dev\\dataset\\ThinFilm\\data1\\1301.tif,0.018584,37.167045,0.072678,0.291754,1337.168823,1603.203857,-4.016166,12.253952
C:\\dev\\dataset\\ThinFilm\\data1\\1302.tif,0.018387,36.773946,0.072676,0.291716,1337.166016,1603.156982,-4.014342,12.254206
C:\\dev\\dataset\\ThinFilm\\data1\\1303.tif,0.018518,37.036012,0.072884,0.291411,1337.425659,1602.778687,-4.013941,12.25446
C:\\dev\\dataset\\ThinFilm\\data1\\1304.tif,0.018502,37.003254,0.072809,0.292384,1337.332275,1603.986084,-3.998289,12.254707
C:\\dev\\dataset\\ThinFilm\\data1\\1305.tif,0.018624,37.248941,0.072968,0.292599,1337.530151,1604.25354,-4.015769,12.254961
C:\\dev\\dataset\\ThinFilm\\data1\\1306.tif,0.01842,36.839463,0.073031,0.292087,1337.608521,1603.61731,-4.009982,12.255215
C:\\dev\\dataset\\ThinFilm\\data1\\1307.tif,0.018543,37.085149,0.073151,0.292357,1337.758911,1603.952759,-3.999514,12.255462
C:\\dev\\dataset\\ThinFilm\\data1\\1308.tif,0.018461,36.921358,0.073195,0.29231,1337.813354,1603.894043,-3.996612,12.25571
C:\\dev\\dataset\\ThinFilm\\data1\\1309.tif,0.018502,37.003254,0.073333,0.292598,1337.984985,1604.251953,-3.993577,12.255957
C:\\dev\\dataset\\ThinFilm\\data1\\1310.tif,0.018502,37.003254,0.0733,0.292275,1337.944946,1603.850708,-3.990012,12.256204
C:\\dev\\dataset\\ThinFilm\\data1\\1311.tif,0.018534,37.06877,0.073432,0.292062,1338.108643,1603.585937,-3.987354,12.256465
C:\\dev\\dataset\\ThinFilm\\data1\\1312.tif,0.018518,37.036012,0.073557,0.292965,1338.264771,1604.707397,-3.977315,12.256712
C:\\dev\\dataset\\ThinFilm\\data1\\1313.tif,0.018412,36.823084,0.073586,0.292042,1338.301392,1603.561523,-3.982831,12.256959
C:\\dev\\dataset\\ThinFilm\\data1\\1314.tif,0.018149,36.298952,0.073707,0.292333,1338.451904,1603.922607,-3.96869,12.257213
C:\\dev\\dataset\\ThinFilm\\data1\\1315.tif,0.018485,36.970496,0.073733,0.292948,1338.484009,1604.685547,-3.966136,12.257467
C:\\dev\\dataset\\ThinFilm\\data1\\1316.tif,0.018403,36.806705,0.07387,0.229172,1338.654907,1525.533569,-3.973087,12.257715
C:\\dev\\dataset\\ThinFilm\\data1\\1317.tif,0.018461,36.921358,0.073887,0.29297,1338.675415,1604.713501,-3.102369,12.257969
C:\\dev\\dataset\\ThinFilm\\data1\\1318.tif,0.01842,36.839463,0.074014,0.292942,1338.833862,1604.678955,-3.965136,12.258216
C:\\dev\\dataset\\ThinFilm\\data1\\1319.tif,0.018379,36.757567,0.074067,0.293215,1338.900879,1605.017456,-3.957953,12.258463
C:\\dev\\dataset\\ThinFilm\\data1\\1320.tif,0.018502,37.003254,0.07415,0.229646,1339.003662,1526.121704,-3.958762,12.258724
C:\\dev\\dataset\\ThinFilm\\data1\\1321.tif,0.018395,36.790325,0.074275,0.293259,1339.159912,1605.071655,-3.097054,12.258971
C:\\dev\\dataset\\ThinFilm\\data1\\1322.tif,0.018485,36.970496,0.074425,0.292795,1339.34668,1604.496094,-3.948275,12.259218
C:\\dev\\dataset\\ThinFilm\\data1\\1323.tif,0.018551,37.101529,0.074354,0.294328,1339.25769,1606.398682,-3.934095,12.259472
C:\\dev\\dataset\\ThinFilm\\data1\\1324.tif,0.018543,37.085149,0.074548,0.229739,1339.499634,1526.237305,-3.95849,12.259719
C:\\dev\\dataset\\ThinFilm\\data1\\1325.tif,0.018567,37.134287,0.074631,0.293735,1339.604126,1605.66333,-3.081776,12.259974
C:\\dev\\dataset\\ThinFilm\\data1\\1326.tif,0.018412,36.823084,0.074685,0.294395,1339.670898,1606.481689,-3.935812,12.260221
C:\\dev\\dataset\\ThinFilm\\data1\\1327.tif,0.018526,37.052391,0.0747,0.229983,1339.689453,1526.539795,-3.941814,12.260461
C:\\dev\\dataset\\ThinFilm\\data1\\1328.tif,0.018485,36.970496,0.074789,0.230314,1339.800171,1526.950439,-3.078755,12.260722
C:\\dev\\dataset\\ThinFilm\\data1\\1329.tif,0.018379,36.757567,0.074959,0.293967,1340.012695,1605.951416,-3.079524,12.260976
C:\\dev\\dataset\\ThinFilm\\data1\\1330.tif,0.018403,36.806705,0.075034,0.294153,1340.105591,1606.182251,-3.921696,12.261223
C:\\dev\\dataset\\ThinFilm\\data1\\1331.tif,0.018526,37.052391,0.075156,0.294517,1340.257568,1606.633179,-3.92028,12.261477
C:\\dev\\dataset\\ThinFilm\\data1\\1332.tif,0.018436,36.872221,0.075169,0.295075,1340.274048,1607.325928,-3.918754,12.261724
C:\\dev\\dataset\\ThinFilm\\data1\\1333.tif,0.018428,36.855842,0.075305,0.2945,1340.44397,1606.611938,-3.925489,12.261979
C:\\dev\\dataset\\ThinFilm\\data1\\1334.tif,0.018436,36.872221,0.0754,0.294357,1340.562744,1606.434937,-3.910748,12.262226
C:\\dev\\dataset\\ThinFilm\\data1\\1335.tif,0.018452,36.904979,0.075381,0.294672,1340.538208,1606.825806,-3.903915,12.26248
C:\\dev\\dataset\\ThinFilm\\data1\\1336.tif,0.018436,36.872221,0.075533,0.295067,1340.727905,1607.316406,-3.909112,12.262727
C:\\dev\\dataset\\ThinFilm\\data1\\1337.tif,0.018403,36.806705,0.075543,0.294414,1340.73999,1606.505127,-3.906467,12.262981
C:\\dev\\dataset\\ThinFilm\\data1\\1338.tif,0.018403,36.806705,0.075706,0.294417,1340.944214,1606.509766,-3.897315,12.263235
C:\\dev\\dataset\\ThinFilm\\data1\\1339.tif,0.018387,36.773946,0.07577,0.295033,1341.02356,1607.273437,-3.888932,12.263482
C:\\dev\\dataset\\ThinFilm\\data1\\1340.tif,0.018412,36.823084,0.075823,0.296354,1341.088867,1608.913086,-3.893786,12.26373
C:\\dev\\dataset\\ThinFilm\\data1\\1341.tif,0.018428,36.855842,0.075958,0.295094,1341.257324,1607.349976,-3.908516,12.263984
C:\\dev\\dataset\\ThinFilm\\data1\\1342.tif,0.01833,36.659293,0.075996,0.295196,1341.304932,1607.475586,-3.884985,12.264231
C:\\dev\\dataset\\ThinFilm\\data1\\1343.tif,0.018461,36.921358,0.076045,0.295664,1341.366333,1608.056763,-3.884361,12.264485
C:\\dev\\dataset\\ThinFilm\\data1\\1344.tif,0.01842,36.839463,0.076109,0.296291,1341.445801,1608.834473,-3.888004,12.264732
C:\\dev\\dataset\\ThinFilm\\data1\\1345.tif,0.018403,36.806705,0.076285,0.295528,1341.665161,1607.887817,-3.89298,12.264986
C:\\dev\\dataset\\ThinFilm\\data1\\1346.tif,0.018403,36.806705,0.076295,0.295778,1341.678101,1608.198486,-3.874001,12.265233
C:\\dev\\dataset\\ThinFilm\\data1\\1347.tif,0.018461,36.921358,0.076411,0.295788,1341.822266,1608.210571,-3.876755,12.265487
C:\\dev\\dataset\\ThinFilm\\data1\\1348.tif,0.01833,36.659293,0.076588,0.295786,1342.043579,1608.208496,-3.871016,12.265735
C:\\dev\\dataset\\ThinFilm\\data1\\1349.tif,0.018412,36.823084,0.076624,0.296235,1342.087402,1608.766113,-3.862023,12.265982
C:\\dev\\dataset\\ThinFilm\\data1\\1350.tif,0.018281,36.561018,0.076695,0.29589,1342.176758,1608.337158,-3.866114,12.266236
C:\\dev\\dataset\\ThinFilm\\data1\\1351.tif,0.018354,36.70843,0.0768,0.29587,1342.307251,1608.312134,-3.857989,12.26649
C:\\dev\\dataset\\ThinFilm\\data1\\1352.tif,0.018346,36.692051,0.076895,0.296288,1342.425293,1608.832031,-3.852469,12.266737
C:\\dev\\dataset\\ThinFilm\\data1\\1353.tif,0.018412,36.823084,0.076955,0.2966,1342.500122,1609.218262,-3.853175,12.266991
C:\\dev\\dataset\\ThinFilm\\data1\\1354.tif,0.018354,36.70843,0.077015,0.297101,1342.574707,1609.839966,-3.854211,12.267238
C:\\dev\\dataset\\ThinFilm\\data1\\1355.tif,0.018395,36.790325,0.077188,0.296787,1342.790771,1609.450195,-3.85772,12.267479
C:\\dev\\dataset\\ThinFilm\\data1\\1356.tif,0.018256,36.511881,0.077234,0.297826,1342.848511,1610.740356,-3.844994,12.26774
C:\\dev\\dataset\\ThinFilm\\data1\\1357.tif,0.018313,36.626534,0.077316,0.296868,1342.95105,1609.551514,-3.856146,12.267994
C:\\dev\\dataset\\ThinFilm\\data1\\1358.tif,0.018412,36.823084,0.077516,0.296691,1343.199341,1609.331055,-3.839654,12.268241
C:\\dev\\dataset\\ThinFilm\\data1\\1359.tif,0.01842,36.839463,0.077525,0.296919,1343.210693,1609.614258,-3.827495,12.268495
C:\\dev\\dataset\\ThinFilm\\data1\\1360.tif,0.018346,36.692051,0.077557,0.298047,1343.251587,1611.01416,-3.829991,12.268742
C:\\dev\\dataset\\ThinFilm\\data1\\1361.tif,0.01833,36.659293,0.077622,0.233018,1343.332275,1530.306641,-3.842916,12.268989
C:\\dev\\dataset\\ThinFilm\\data1\\1362.tif,0.018354,36.70843,0.077724,0.297612,1343.458984,1610.474976,-3.001952,12.269243
C:\\dev\\dataset\\ThinFilm\\data1\\1363.tif,0.01833,36.659293,0.077831,0.29732,1343.592896,1610.112305,-3.829098,12.269497
C:\\dev\\dataset\\ThinFilm\\data1\\1364.tif,0.01842,36.839463,0.077856,0.297362,1343.623901,1610.164185,-3.82006,12.269745
C:\\dev\\dataset\\ThinFilm\\data1\\1365.tif,0.018281,36.561018,0.078011,0.297515,1343.816895,1610.35437,-3.819374,12.269992
C:\\dev\\dataset\\ThinFilm\\data1\\1366.tif,0.018338,36.675672,0.078152,0.297524,1343.992432,1610.365601,-3.813757,12.270239
C:\\dev\\dataset\\ThinFilm\\data1\\1367.tif,0.018199,36.397227,0.078159,0.298683,1344.001953,1611.803711,-3.807003,12.2705
C:\\dev\\dataset\\ThinFilm\\data1\\1368.tif,0.018281,36.561018,0.078215,0.297448,1344.071045,1610.270874,-3.821456,12.270747
C:\\dev\\dataset\\ThinFilm\\data1\\1369.tif,0.01833,36.659293,0.078405,0.298823,1344.308228,1611.978149,-3.802956,12.271001
C:\\dev\\dataset\\ThinFilm\\data1\\1370.tif,0.018395,36.790325,0.078497,0.297756,1344.422485,1610.653564,-3.811274,12.271248
C:\\dev\\dataset\\ThinFilm\\data1\\1371.tif,0.018403,36.806705,0.078558,0.298016,1344.498779,1610.975464,-3.793227,12.271502
C:\\dev\\dataset\\ThinFilm\\data1\\1372.tif,0.01833,36.659293,0.078595,0.298768,1344.544678,1611.90918,-3.793576,12.27175
C:\\dev\\dataset\\ThinFilm\\data1\\1373.tif,0.018264,36.52826,0.078699,0.298458,1344.674927,1611.524048,-3.80137,12.272004
C:\\dev\\dataset\\ThinFilm\\data1\\1374.tif,0.01819,36.380848,0.078906,0.298497,1344.932983,1611.572876,-3.792376,12.272251
C:\\dev\\dataset\\ThinFilm\\data1\\1375.tif,0.018264,36.52826,0.078961,0.298695,1345.000977,1611.818848,-3.78293,12.272498
C:\\dev\\dataset\\ThinFilm\\data1\\1376.tif,0.018444,36.8886,0.078908,0.298718,1344.934692,1611.847534,-3.782823,12.272752
C:\\dev\\dataset\\ThinFilm\\data1\\1377.tif,0.018321,36.642913,0.079055,0.234213,1345.117798,1531.789917,-3.785665,12.27302
C:\\dev\\dataset\\ThinFilm\\data1\\1378.tif,0.018281,36.561018,0.079198,0.29865,1345.296021,1611.763062,-2.962676,12.27326
C:\\dev\\dataset\\ThinFilm\\data1\\1379.tif,0.018174,36.348089,0.079225,0.298734,1345.330566,1611.86731,-3.770953,12.273507
C:\\dev\\dataset\\ThinFilm\\data1\\1380.tif,0.018141,36.282573,0.07934,0.300742,1345.473511,1614.359375,-3.770692,12.273755
C:\\dev\\dataset\\ThinFilm\\data1\\1381.tif,0.018109,36.217057,0.079436,0.234288,1345.59375,1531.882568,-3.790548,12.274009
C:\\dev\\dataset\\ThinFilm\\data1\\1382.tif,0.018084,36.167919,0.079499,0.298714,1345.671875,1611.841797,-2.949376,12.274256
C:\\dev\\dataset\\ThinFilm\\data1\\1383.tif,0.018002,36.004128,0.07962,0.298806,1345.82251,1611.956909,-3.75745,12.274489
C:\\dev\\dataset\\ThinFilm\\data1\\1384.tif,0.017797,35.59465,0.079822,0.299662,1346.074951,1613.018921,-3.752911,12.274757
C:\\dev\\dataset\\ThinFilm\\data1\\1385.tif,0.01783,35.660167,0.079848,0.299976,1346.106812,1613.408081,-3.754108,12.275004
C:\\dev\\dataset\\ThinFilm\\data1\\1386.tif,0.017732,35.463617,0.080065,0.300574,1346.377563,1614.150635,-3.756837,12.275258
C:\\dev\\dataset\\ThinFilm\\data1\\1387.tif,0.017642,35.283447,0.080207,0.299862,1346.554443,1613.267212,-3.754118,12.275512
C:\\dev\\dataset\\ThinFilm\\data1\\1388.tif,0.017552,35.103277,0.080364,0.299271,1346.749878,1612.53418,-3.738597,12.27576
C:\\dev\\dataset\\ThinFilm\\data1\\1389.tif,0.017486,34.972244,0.080459,0.300063,1346.86853,1613.516113,-3.723955,12.276014
C:\\dev\\dataset\\ThinFilm\\data1\\1390.tif,0.017421,34.841211,0.080631,0.299863,1347.082764,1613.268799,-3.729386,12.276261
C:\\dev\\dataset\\ThinFilm\\data1\\1391.tif,0.017371,34.742937,0.080768,0.299891,1347.253296,1613.303223,-3.718963,12.276508
C:\\dev\\dataset\\ThinFilm\\data1\\1392.tif,0.017347,34.693799,0.080961,0.299925,1347.493774,1613.345215,-3.713011,12.276762
C:\\dev\\dataset\\ThinFilm\\data1\\1393.tif,0.017314,34.628283,0.081044,0.300004,1347.597656,1613.443237,-3.704578,12.277009
C:\\dev\\dataset\\ThinFilm\\data1\\1394.tif,0.01715,34.300701,0.081225,0.29986,1347.823242,1613.264282,-3.701743,12.277263
C:\\dev\\dataset\\ThinFilm\\data1\\1395.tif,0.017085,34.169668,0.081398,0.301501,1348.039429,1615.301025,-3.691721,12.277517
C:\\dev\\dataset\\ThinFilm\\data1\\1396.tif,0.016954,33.907602,0.081544,0.30057,1348.220459,1614.145874,-3.704015,12.277765
C:\\dev\\dataset\\ThinFilm\\data1\\1397.tif,0.016921,33.842085,0.081556,0.300679,1348.236328,1614.281616,-3.686005,12.278019
C:\\dev\\dataset\\ThinFilm\\data1\\1398.tif,0.01652,33.039509,0.081863,0.300323,1348.618286,1613.839844,-3.686771,12.278266
C:\\dev\\dataset\\ThinFilm\\data1\\1399.tif,-0.003979,-7.957407,0.08203,0.30109,1348.826904,1614.790527,-3.668625,12.278513
C:\\dev\\dataset\\ThinFilm\\data1\\1400.tif,-0.000359,-0.717839,0.082264,0.30103,1349.118042,1614.716797,-3.670478,12.278767
C:\\dev\\dataset\\ThinFilm\\data1\\1401.tif,9.15e-05,0.183012,0.110826,0.11163,1384.722778,1379.651733,-3.659335,12.279021
C:\\dev\\dataset\\ThinFilm\\data1\\1402.tif,9.97e-05,0.199391,0.113979,0.20897,1388.653687,1500.460083,-1.007261,12.279268
C:\\dev\\dataset\\ThinFilm\\data1\\1403.tif,1.42e-06,0.002842,0.11503,0.106648,1389.964111,1373.467896,-1.833404,12.279522
C:\\dev\\dataset\\ThinFilm\\data1\\1404.tif,0.000124,0.248529,0.115938,0.107828,1391.095703,1374.933105,-0.927129,12.27977
C:\\dev\\dataset\\ThinFilm\\data1\\1405.tif,-3.13e-05,-0.062675,0.116771,0.211177,1392.134277,1503.200195,-0.930053,12.280024
C:\\dev\\dataset\\ThinFilm\\data1\\1406.tif,0.000468,0.936451,0.117174,0.109053,1392.636353,1376.453369,-1.808472,12.280264
C:\\dev\\dataset\\ThinFilm\\data1\\1407.tif,1.78e-05,0.0356,0.117734,0.109117,1393.333984,1376.531738,-0.930697,12.280525
C:\\dev\\dataset\\ThinFilm\\data1\\1408.tif,-2.31e-05,-0.046295,0.118078,0.109369,1393.763184,1376.844727,-0.926809,12.280772
C:\\dev\\dataset\\ThinFilm\\data1\\1409.tif,4.24e-05,0.084738,0.118454,0.109423,1394.231445,1376.912109,-0.926242,12.281026
C:\\dev\\dataset\\ThinFilm\\data1\\1410.tif,-0.000367,-0.734218,0.118868,0.109602,1394.748535,1377.134033,-0.923763,12.281273
C:\\dev\\dataset\\ThinFilm\\data1\\1411.tif,-0.000293,-0.586806,0.119216,0.109747,1395.182373,1377.314453,-0.922044,12.281514
C:\\dev\\dataset\\ThinFilm\\data1\\1412.tif,4.24e-05,0.084738,0.119481,0.10981,1395.512329,1377.391724,-0.920572,12.281781
C:\\dev\\dataset\\ThinFilm\\data1\\1413.tif,-4.77e-05,-0.095433,0.119805,0.042421,1395.916504,1293.755981,-0.919054,12.282015
C:\\dev\\dataset\\ThinFilm\\data1\\1414.tif,0.000337,0.674386,0.120025,0.042708,1396.189941,1294.11145,-0.354087,12.282276
C:\\dev\\dataset\\ThinFilm\\data1\\1415.tif,0.000198,0.395941,0.120414,0.0435,1396.674927,1295.094971,-0.355826,12.28253
C:\\dev\\dataset\\ThinFilm\\data1\\1416.tif,0.000108,0.21577,0.120685,0.043618,1397.013306,1295.241577,-0.361257,12.282777
C:\\dev\\dataset\\ThinFilm\\data1\\1417.tif,-0.000154,-0.308361,0.120718,0.044214,1397.054565,1295.981201,-0.361423,12.283024
C:\\dev\\dataset\\ThinFilm\\data1\\1418.tif,1.42e-06,0.002842,0.121072,0.044588,1397.494995,1296.44519,-0.366261,12.283278
C:\\dev\\dataset\\ThinFilm\\data1\\1419.tif,0.000157,0.314045,0.121331,0.045054,1397.817993,1297.023193,-0.36828,12.283532
C:\\dev\\dataset\\ThinFilm\\data1\\1420.tif,8.33e-05,0.166633,0.121556,0.045088,1398.098999,1297.065308,-0.371332,12.283786
C:\\dev\\dataset\\ThinFilm\\data1\\1421.tif,0.000116,0.23215,0.121732,0.045251,1398.317993,1297.267822,-0.370923,12.283848
C:\\dev\\dataset\\ThinFilm\\data2\\0001.tif,-3.952681e-05,-0.079054,4.529953e-06,0.000149,1255.2677,1254.084473,1.049917,12.294361
C:\\dev\\dataset\\ThinFilm\\data2\\0002.tif,-0.000154,-0.308361,5.38826e-05,0.000171,1255.32959,1254.111694,-32.947368,12.294361
C:\\dev\\dataset\\ThinFilm\\data2\\0003.tif,0.000108,0.21577,-5.865097e-05,0.000133,1255.188354,1254.063721,-3.172566,12.294361
C:\\dev\\dataset\\ThinFilm\\data2\\0004.tif,8.331653e-05,0.166633,-1.80006e-05,9.202957e-05,1255.23938,1254.012695,2.262195,12.294361
C:\\dev\\dataset\\ThinFilm\\data2\\0005.tif,1.420973e-06,0.002842,-7.110834e-05,0.000182,1255.172729,1254.125488,5.112583,12.294361
C:\\dev\\dataset\\ThinFilm\\data2\\0006.tif,0.000296,0.59249,-2.110004e-05,9.429455e-05,1255.235474,1254.015625,2.558256,12.294361
C:\\dev\\dataset\\ThinFilm\\data2\\0007.tif,0.000141,0.281287,2.598763e-05,0.00011,1255.294556,1254.035522,4.468927,12.295253
C:\\dev\\dataset\\ThinFilm\\data2\\0008.tif,0.000223,0.445078,0.000117,7.069111e-05,1255.409302,1253.985962,-4.238532,12.295329
C:\\dev\\dataset\\ThinFilm\\data2\\0009.tif,0.000296,0.59249,0.000156,0.000142,1255.457642,1254.075562,-0.60203,12.295569
C:\\dev\\dataset\\ThinFilm\\data2\\0010.tif,0.00019,0.379562,0.000161,0.000172,1255.463501,1254.113037,-0.911315,12.295817
C:\\dev\\dataset\\ThinFilm\\data2\\0011.tif,0.000321,0.641627,0.000177,0.000167,1255.483887,1254.106445,-1.071269,12.296071
C:\\dev\\dataset\\ThinFilm\\data2\\0012.tif,0.000419,0.838177,0.000289,0.000244,1255.625122,1254.203979,-0.943358,12.296325
C:\\dev\\dataset\\ThinFilm\\data2\\0013.tif,0.000403,0.805418,0.000179,0.000266,1255.486938,1254.230591,-0.845076,12.296572
C:\\dev\\dataset\\ThinFilm\\data2\\0014.tif,0.000206,0.41232,0.000277,0.000271,1255.609741,1254.236694,-1.483034,12.296819
C:\\dev\\dataset\\ThinFilm\\data2\\0015.tif,0.000493,0.985589,0.000299,0.000302,1255.637451,1254.275879,-0.976764,12.297066
C:\\dev\\dataset\\ThinFilm\\data2\\0016.tif,0.000567,1.133001,0.000287,0.000417,1255.621948,1254.420166,-1.009167,12.29732
C:\\dev\\dataset\\ThinFilm\\data2\\0017.tif,0.000542,1.083863,0.000371,0.000339,1255.727295,1254.322876,-1.453865,12.297567
C:\\dev\\dataset\\ThinFilm\\data2\\0018.tif,0.000673,1.345929,0.000381,0.000376,1255.740601,1254.369263,-0.915434,12.297828
C:\\dev\\dataset\\ThinFilm\\data2\\0019.tif,0.000689,1.378687,0.000412,0.000411,1255.778442,1254.413208,-0.986871,12.298076
C:\\dev\\dataset\\ThinFilm\\data2\\0020.tif,0.000706,1.411446,0.000419,0.000429,1255.78772,1254.434937,-0.99971,12.298323
C:\\dev\\dataset\\ThinFilm\\data2\\0021.tif,0.000747,1.493341,0.000468,0.000435,1255.849976,1254.442139,-1.02362,12.298577
C:\\dev\\dataset\\ThinFilm\\data2\\0022.tif,0.000902,1.804544,0.000489,0.000471,1255.876343,1254.488159,-0.927481,12.298824
C:\\dev\\dataset\\ThinFilm\\data2\\0023.tif,0.001033,2.06661,0.000579,0.000542,1255.988647,1254.576782,-0.962737,12.299078
C:\\dev\\dataset\\ThinFilm\\data2\\0024.tif,0.000968,1.935577,0.000568,0.000551,1255.974731,1254.588867,-0.935956,12.299325
C:\\dev\\dataset\\ThinFilm\\data2\\0025.tif,0.000771,1.542478,0.000661,0.000602,1256.091553,1254.651611,-0.971237,12.299579
C:\\dev\\dataset\\ThinFilm\\data2\\0026.tif,0.001074,2.148506,0.000662,0.000623,1256.093384,1254.678711,-0.910173,12.299826
C:\\dev\\dataset\\ThinFilm\\data2\\0027.tif,0.001123,2.24678,0.000658,0.000579,1256.088257,1254.622925,-0.940785,12.300081
