filepath,x1,x2,x3,x4,x5,x6,x7,x8
C:\dev\dataset\ThinFilm\PMMA\data1\0562.tif,0.018452,36.904979,0.020741,0.163013,1272.425537,1443.422607,-7.880904,12.066237
C:\dev\dataset\ThinFilm\PMMA\data1\0563.tif,0.018534,37.06877,0.02082,0.162794,1272.524658,1443.150635,-7.85954,12.066491
C:\dev\dataset\ThinFilm\PMMA\data1\0564.tif,0.018616,37.232561,0.020791,0.16271,1272.488281,1443.046387,-7.819001,12.066738
C:\dev\dataset\ThinFilm\PMMA\data1\0565.tif,0.018502,37.003254,0.020925,0.162796,1272.655396,1443.154297,-7.825898,12.066992
C:\dev\dataset\ThinFilm\PMMA\data1\0566.tif,0.018584,37.167045,0.020887,0.162764,1272.607422,1443.114502,-7.779939,12.067239
C:\dev\dataset\ThinFilm\PMMA\data1\0567.tif,0.018584,37.167045,0.020968,0.164085,1272.709351,1444.753174,-7.792746,12.067493
C:\dev\dataset\ThinFilm\PMMA\data1\0568.tif,0.018624,37.248941,0.021003,0.164213,1272.752319,1444.912231,-7.825323,12.067747
C:\dev\dataset\ThinFilm\PMMA\data1\0569.tif,0.018608,37.216182,0.021106,0.162776,1272.880981,1443.128906,-7.818588,12.067994
C:\dev\dataset\ThinFilm\PMMA\data1\0570.tif,0.018715,37.429111,0.021169,0.164229,1272.959351,1444.931885,-7.712269,12.068248
C:\dev\dataset\ThinFilm\PMMA\data1\0571.tif,0.018674,37.347215,0.021146,0.164152,1272.930298,1444.83606,-7.757961,12.068496
C:\dev\dataset\ThinFilm\PMMA\data1\0572.tif,0.018706,37.412732,0.02116,0.164115,1272.94812,1444.790283,-7.76288,12.068743
C:\dev\dataset\ThinFilm\PMMA\data1\0573.tif,0.018665,37.330836,0.021249,0.162681,1273.058716,1443.010864,-7.755891,12.068997
C:\dev\dataset\ThinFilm\PMMA\data1\0574.tif,0.018739,37.478248,0.021326,0.164203,1273.155518,1444.900024,-7.656045,12.069244
C:\dev\dataset\ThinFilm\PMMA\data1\0575.tif,0.018895,37.789451,0.021354,0.164121,1273.189697,1444.798462,-7.699518,12.069498
C:\dev\dataset\ThinFilm\PMMA\data1\0576.tif,0.018846,37.691177,0.021443,0.16424,1273.300537,1444.945923,-7.685796,12.069745
C:\dev\dataset\ThinFilm\PMMA\data1\0577.tif,0.018846,37.691177,0.021461,0.162579,1273.322998,1442.884033,-7.659464,12.069999
C:\dev\dataset\ThinFilm\PMMA\data1\0578.tif,0.018837,37.674798,0.021513,0.164284,1273.387939,1445.0,-7.575628,12.070247
C:\dev\dataset\ThinFilm\PMMA\data1\0579.tif,0.018952,37.904105,0.021586,0.164171,1273.479614,1444.860718,-7.636535,12.070501
C:\dev\dataset\ThinFilm\PMMA\data1\0580.tif,0.018895,37.789451,0.02158,0.165605,1273.472168,1446.640015,-7.605313,12.070748
C:\dev\dataset\ThinFilm\PMMA\data1\0581.tif,0.018878,37.756693,0.021541,0.165543,1273.423706,1446.562378,-7.673887,12.071002
C:\dev\dataset\ThinFilm\PMMA\data1\0582.tif,0.018837,37.674798,0.021681,0.164794,1273.597412,1445.633911,-7.684831,12.071249
C:\dev\dataset\ThinFilm\PMMA\data1\0583.tif,0.018796,37.592902,0.021674,0.165438,1273.588379,1446.432739,-7.600928,12.071503
C:\dev\dataset\ThinFilm\PMMA\data1\0584.tif,0.018887,37.773072,0.021741,0.165455,1273.672119,1446.454224,-7.633132,12.07175
C:\dev\dataset\ThinFilm\PMMA\data1\0585.tif,0.018927,37.854968,0.021843,0.165573,1273.799316,1446.599609,-7.610369,12.072004
C:\dev\dataset\ThinFilm\PMMA\data1\0586.tif,0.018985,37.969622,0.021896,0.16537,1273.86499,1446.348633,-7.580175,12.072259
C:\dev\dataset\ThinFilm\PMMA\data1\0587.tif,0.018887,37.773072,0.021951,0.16547,1273.934082,1446.472412,-7.5527,12.072506
C:\dev\dataset\ThinFilm\PMMA\data1\0588.tif,0.018952,37.904105,0.021942,0.165535,1273.923462,1446.553589,-7.538172,12.07276
C:\dev\dataset\ThinFilm\PMMA\data1\0589.tif,0.019132,38.264446,0.021997,0.165478,1273.991821,1446.48291,-7.544098,12.073007
C:\dev\dataset\ThinFilm\PMMA\data1\0590.tif,0.018911,37.82221,0.022074,0.165394,1274.087036,1446.378052,-7.522701,12.073254
C:\dev\dataset\ThinFilm\PMMA\data1\0591.tif,0.018968,37.936863,0.022133,0.165492,1274.160889,1446.499512,-7.492836,12.073508
C:\dev\dataset\ThinFilm\PMMA\data1\0592.tif,0.018985,37.969622,0.022167,0.166387,1274.203857,1447.610107,-7.477201,12.073755
C:\dev\dataset\ThinFilm\PMMA\data1\0593.tif,0.019018,38.035138,0.022253,0.165628,1274.310059,1446.668579,-7.505945,12.074009
C:\dev\dataset\ThinFilm\PMMA\data1\0594.tif,0.019149,38.297204,0.02226,0.165449,1274.319946,1446.446533,-7.443102,12.074257
C:\dev\dataset\ThinFilm\PMMA\data1\0595.tif,0.019132,38.264446,0.022293,0.166078,1274.360352,1447.22644,-7.432439,12.074511
C:\dev\dataset\ThinFilm\PMMA\data1\0596.tif,0.018985,37.969622,0.022407,0.166781,1274.503174,1448.099854,-7.449814,12.074765
C:\dev\dataset\ThinFilm\PMMA\data1\0597.tif,0.01914,38.280825,0.022398,0.165524,1274.491333,1446.539673,-7.443131,12.075012
C:\dev\dataset\ThinFilm\PMMA\data1\0598.tif,0.019165,38.329962,0.022477,0.16546,1274.589233,1446.459717,-7.390137,12.075266
C:\dev\dataset\ThinFilm\PMMA\data1\0599.tif,0.019214,38.428237,0.022497,0.165523,1274.614624,1446.53772,-7.361443,12.075513
C:\dev\dataset\ThinFilm\PMMA\data1\0600.tif,0.019239,38.477374,0.022514,0.165429,1274.635498,1446.421997,-7.357604,12.07576
C:\dev\dataset\ThinFilm\PMMA\data1\0601.tif,0.019337,38.673923,0.022621,0.165372,1274.768921,1446.351318,-7.34797,12.076014
C:\dev\dataset\ThinFilm\PMMA\data1\0602.tif,0.019427,38.854094,0.022692,0.16536,1274.858154,1446.335449,-7.310678,12.076268
C:\dev\dataset\ThinFilm\PMMA\data1\0603.tif,0.019206,38.411858,0.022604,0.165489,1274.747803,1446.496338,-7.287073,12.076516
C:\dev\dataset\ThinFilm\PMMA\data1\0604.tif,0.019288,38.575649,0.022733,0.165472,1274.909058,1446.474731,-7.321321,12.07677
C:\dev\dataset\ThinFilm\PMMA\data1\0605.tif,0.019329,38.657544,0.02274,0.165473,1274.917969,1446.475952,-7.2789,12.077017
C:\dev\dataset\ThinFilm\PMMA\data1\0606.tif,0.019239,38.477374,0.022828,0.165466,1275.027954,1446.467163,-7.276653,12.077271
C:\dev\dataset\ThinFilm\PMMA\data1\0607.tif,0.019181,38.36272,0.022853,0.165558,1275.058472,1446.580933,-7.248226,12.077518
C:\dev\dataset\ThinFilm\PMMA\data1\0608.tif,0.018968,37.936863,0.022874,0.166809,1275.084839,1448.134399,-7.244486,12.077765
C:\dev\dataset\ThinFilm\PMMA\data1\0609.tif,0.01919,38.379099,0.022978,0.165485,1275.213867,1446.490967,-7.292487,12.078026
C:\dev\dataset\ThinFilm\PMMA\data1\0610.tif,0.019198,38.395478,0.022935,0.165357,1275.160645,1446.331665,-7.202018,12.078273
C:\dev\dataset\ThinFilm\PMMA\data1\0611.tif,0.019271,38.54289,0.022962,0.167443,1275.194824,1448.921021,-7.209822,12.078521
C:\dev\dataset\ThinFilm\PMMA\data1\0612.tif,0.019263,38.526511,0.023099,0.168144,1275.365234,1449.790527,-7.292075,12.078768
C:\dev\dataset\ThinFilm\PMMA\data1\0613.tif,0.019394,38.788577,0.023165,0.168118,1275.447021,1449.759155,-7.27924,12.079022
C:\dev\dataset\ThinFilm\PMMA\data1\0614.tif,0.019345,38.690302,0.023162,0.167972,1275.444214,1449.578003,-7.257546,12.079276
C:\dev\dataset\ThinFilm\PMMA\data1\0615.tif,0.019329,38.657544,0.023187,0.168106,1275.474365,1449.744019,-7.251951,12.079523
C:\dev\dataset\ThinFilm\PMMA\data1\0616.tif,0.019435,38.870473,0.023279,0.168145,1275.589844,1449.792847,-7.25015,12.079777
C:\dev\dataset\ThinFilm\PMMA\data1\0617.tif,0.019509,39.017885,0.023298,0.168136,1275.613281,1449.78125,-7.222993,12.080024
C:\dev\dataset\ThinFilm\PMMA\data1\0618.tif,0.01955,39.09978,0.023425,0.165518,1275.771851,1446.531982,-7.216754,12.080272
C:\dev\dataset\ThinFilm\PMMA\data1\0619.tif,0.019583,39.165297,0.023369,0.168205,1275.702393,1449.867065,-7.065805,12.080526
C:\dev\dataset\ThinFilm\PMMA\data1\0620.tif,0.019493,38.985126,0.023419,0.168037,1275.764648,1449.658081,-7.197662,12.080773
C:\dev\dataset\ThinFilm\PMMA\data1\0621.tif,0.019525,39.050643,0.02349,0.165153,1275.853149,1446.078613,-7.175118,12.081027
C:\dev\dataset\ThinFilm\PMMA\data1\0622.tif,0.019648,39.29633,0.023639,0.170717,1276.038696,1452.983765,-7.030642,12.081274
C:\dev\dataset\ThinFilm\PMMA\data1\0623.tif,0.019673,39.345467,0.023611,0.169481,1276.003174,1451.450073,-7.221718,12.081528
C:\dev\dataset\ThinFilm\PMMA\data1\0624.tif,0.01964,39.27995,0.023645,0.169524,1276.045654,1451.503662,-7.178091,12.081782
C:\dev\dataset\ThinFilm\PMMA\data1\0625.tif,0.019591,39.181676,0.023701,0.165357,1276.115234,1446.331543,-7.169607,12.082023
C:\dev\dataset\ThinFilm\PMMA\data1\0626.tif,0.019419,38.837714,0.023776,0.169491,1276.209229,1451.462646,-6.976858,12.082277
C:\dev\dataset\ThinFilm\PMMA\data1\0627.tif,0.019599,39.198055,0.023825,0.169512,1276.270508,1451.488892,-7.128635,12.082531
C:\dev\dataset\ThinFilm\PMMA\data1\0628.tif,0.019681,39.361846,0.023883,0.169511,1276.34314,1451.488037,-7.11483,12.082778
C:\dev\dataset\ThinFilm\PMMA\data1\0629.tif,0.019591,39.181676,0.023918,0.169396,1276.386475,1451.34436,-7.097435,12.083032
C:\dev\dataset\ThinFilm\PMMA\data1\0630.tif,0.019599,39.198055,0.023924,0.169474,1276.393799,1451.441284,-7.082266,12.083279
C:\dev\dataset\ThinFilm\PMMA\data1\0631.tif,0.019705,39.410983,0.024015,0.169472,1276.50708,1451.438965,-7.083801,12.083533
C:\dev\dataset\ThinFilm\PMMA\data1\0632.tif,0.019583,39.165297,0.02403,0.169242,1276.525391,1451.154175,-7.056927,12.083787
C:\dev\dataset\ThinFilm\PMMA\data1\0633.tif,0.019558,39.116159,0.024107,0.169485,1276.62146,1451.455688,-7.043036,12.084034
C:\dev\dataset\ThinFilm\PMMA\data1\0634.tif,0.019574,39.148918,0.024178,0.169512,1276.710205,1451.488525,-7.030615,12.084282
C:\dev\dataset\ThinFilm\PMMA\data1\0635.tif,0.019632,39.263571,0.024227,0.170763,1276.771118,1453.042114,-7.011015,12.084536
C:\dev\dataset\ThinFilm\PMMA\data1\0636.tif,0.019697,39.394604,0.024275,0.170239,1276.831543,1452.390991,-7.048541,12.084783
C:\dev\dataset\ThinFilm\PMMA\data1\0637.tif,0.019812,39.623912,0.024308,0.170054,1276.871948,1452.161011,-7.012842,12.085037
C:\dev\dataset\ThinFilm\PMMA\data1\0638.tif,0.019796,39.591154,0.02434,0.170699,1276.911743,1452.962036,-6.995866,12.085291
C:\dev\dataset\ThinFilm\PMMA\data1\0639.tif,0.01973,39.460121,0.024385,0.170681,1276.968262,1452.940308,-7.013199,12.085538
C:\dev\dataset\ThinFilm\PMMA\data1\0640.tif,0.019607,39.214434,0.024409,0.170662,1276.998779,1452.916626,-6.999452,12.085785
C:\dev\dataset\ThinFilm\PMMA\data1\0641.tif,0.019869,39.738566,0.02454,0.170062,1277.161987,1452.171753,-6.991663,12.086046
C:\dev\dataset\ThinFilm\PMMA\data1\0642.tif,0.019828,39.65667,0.024559,0.170659,1277.185181,1452.912476,-6.92988,12.086287
C:\dev\dataset\ThinFilm\PMMA\data1\0643.tif,0.019787,39.574774,0.024624,0.17328,1277.266113,1456.165771,-6.948936,12.086541
C:\dev\dataset\ThinFilm\PMMA\data1\0644.tif,0.019705,39.410983,0.024651,0.173295,1277.300049,1456.18335,-7.037088,12.086788
C:\dev\dataset\ThinFilm\PMMA\data1\0645.tif,0.019755,39.509258,0.024744,0.170635,1277.415771,1452.882935,-7.029871,12.087042
C:\dev\dataset\ThinFilm\PMMA\data1\0646.tif,0.019804,39.607533,0.02475,0.173215,1277.423462,1456.085205,-6.896048,12.087289
C:\dev\dataset\ThinFilm\PMMA\data1\0647.tif,0.019722,39.443742,0.024869,0.172056,1277.571167,1454.646362,-6.998569,12.087543
C:\dev\dataset\ThinFilm\PMMA\data1\0648.tif,0.019837,39.673049,0.024907,0.173357,1277.618652,1456.261353,-6.918605,12.08779
C:\dev\dataset\ThinFilm\PMMA\data1\0649.tif,0.019697,39.394604,0.024933,0.17319,1277.650879,1456.054321,-6.960255,12.088044
C:\dev\dataset\ThinFilm\PMMA\data1\0650.tif,0.019877,39.754945,0.024958,0.173062,1277.683228,1455.894409,-6.946373,12.088292
C:\dev\dataset\ThinFilm\PMMA\data1\0651.tif,0.019746,39.492879,0.02502,0.17322,1277.759277,1456.090576,-6.933982,12.088546
C:\dev\dataset\ThinFilm\PMMA\data1\0652.tif,0.019771,39.542016,0.025074,0.173242,1277.827271,1456.118042,-6.92338,12.088793
C:\dev\dataset\ThinFilm\PMMA\data1\0653.tif,0.019927,39.853219,0.025093,0.17314,1277.850342,1455.991699,-6.909221,12.089047
C:\dev\dataset\ThinFilm\PMMA\data1\0654.tif,0.020074,40.148043,0.025239,0.173108,1278.032715,1455.952515,-6.900044,12.089294
C:\dev\dataset\ThinFilm\PMMA\data1\0655.tif,0.019828,39.65667,0.025282,0.173344,1278.086914,1456.245361,-6.858803,12.089548
C:\dev\dataset\ThinFilm\PMMA\data1\0656.tif,0.02,40.000631,0.025313,0.173221,1278.125244,1456.091919,-6.856335,12.089795
C:\dev\dataset\ThinFilm\PMMA\data1\0657.tif,0.019968,39.935115,0.025334,0.173177,1278.151855,1456.03772,-6.843121,12.090049
C:\dev\dataset\ThinFilm\PMMA\data1\0658.tif,0.019968,39.935115,0.025344,0.17324,1278.164429,1456.115845,-6.83563,12.090297
C:\dev\dataset\ThinFilm\PMMA\data1\0659.tif,0.019968,39.935115,0.025435,0.173167,1278.277832,1456.02478,-6.835413,12.090551
C:\dev\dataset\ThinFilm\PMMA\data1\0660.tif,0.019976,39.951494,0.025572,0.171876,1278.447876,1454.422363,-6.808087,12.090798
C:\dev\dataset\ThinFilm\PMMA\data1\0661.tif,0.02009,40.180802,0.025574,0.171391,1278.450806,1453.820801,-6.721257,12.091052
C:\dev\dataset\ThinFilm\PMMA\data1\0662.tif,0.020025,40.049769,0.025594,0.173203,1278.47522,1456.06958,-6.701709,12.091299
C:\dev\dataset\ThinFilm\PMMA\data1\0663.tif,0.020156,40.311835,0.025684,0.171924,1278.587524,1454.481934,-6.767356,12.091553
C:\dev\dataset\ThinFilm\PMMA\data1\0664.tif,0.020066,40.131664,0.0257,0.173184,1278.6073,1456.046143,-6.693834,12.0918
C:\dev\dataset\ThinFilm\PMMA\data1\0665.tif,0.020115,40.229939,0.025812,0.171995,1278.747681,1454.570923,-6.738712,12.092054
C:\dev\dataset\ThinFilm\PMMA\data1\0666.tif,0.020017,40.03339,0.025706,0.171865,1278.615112,1454.409546,-6.663285,12.092308
C:\dev\dataset\ThinFilm\PMMA\data1\0667.tif,0.019959,39.918736,0.025779,0.171936,1278.705811,1454.497192,-6.685788,12.092556
C:\dev\dataset\ThinFilm\PMMA\data1\0668.tif,0.019992,39.984252,0.025975,0.172029,1278.950073,1454.613159,-6.669671,12.09281
C:\dev\dataset\ThinFilm\PMMA\data1\0669.tif,0.019902,39.804082,0.025947,0.173056,1278.915283,1455.887207,-6.622946,12.093057
C:\dev\dataset\ThinFilm\PMMA\data1\0670.tif,0.020197,40.39373,0.026026,0.174349,1279.01355,1457.491577,-6.669628,12.093311
C:\dev\dataset\ThinFilm\PMMA\data1\0671.tif,0.020123,40.246318,0.026043,0.172551,1279.034546,1455.260376,-6.699105,12.093551
C:\dev\dataset\ThinFilm\PMMA\data1\0672.tif,0.019992,39.984252,0.026066,0.171839,1279.063843,1454.376465,-6.625718,12.093812
C:\dev\dataset\ThinFilm\PMMA\data1\0673.tif,0.020058,40.115285,0.026139,0.171901,1279.154175,1454.453979,-6.592427,12.094059
C:\dev\dataset\ThinFilm\PMMA\data1\0674.tif,0.020164,40.328214,0.026201,0.174262,1279.231445,1457.384277,-6.576537,12.094314
C:\dev\dataset\ThinFilm\PMMA\data1\0675.tif,0.02014,40.279076,0.026266,0.173263,1279.312622,1456.144043,-6.651092,12.094561
C:\dev\dataset\ThinFilm\PMMA\data1\0676.tif,0.020099,40.197181,0.026364,0.173283,1279.435059,1456.168701,-6.596563,12.094808
C:\dev\dataset\ThinFilm\PMMA\data1\0677.tif,0.020148,40.295455,0.026374,0.174284,1279.447266,1457.410767,-6.572741,12.095062
C:\dev\dataset\ThinFilm\PMMA\data1\0678.tif,0.020099,40.197181,0.026454,0.173098,1279.547485,1455.939941,-6.60825,12.095309
C:\dev\dataset\ThinFilm\PMMA\data1\0679.tif,0.020254,40.508384,0.026506,0.17051,1279.611816,1452.728027,-6.543378,12.095556
C:\dev\dataset\ThinFilm\PMMA\data1\0680.tif,0.020279,40.557521,0.026591,0.17308,1279.717651,1455.917358,-6.432998,12.09581
C:\dev\dataset\ThinFilm\PMMA\data1\0681.tif,0.020205,40.410109,0.026602,0.174332,1279.731445,1457.470581,-6.509078,12.096065
C:\dev\dataset\ThinFilm\PMMA\data1\0682.tif,0.020221,40.442867,0.026576,0.174281,1279.699829,1457.407471,-6.553439,12.096312
C:\dev\dataset\ThinFilm\PMMA\data1\0683.tif,0.020352,40.704933,0.026631,0.174432,1279.768188,1457.595093,-6.557756,12.096566
C:\dev\dataset\ThinFilm\PMMA\data1\0684.tif,0.02032,40.639417,0.026773,0.172477,1279.94458,1455.168579,-6.549929,12.096813
C:\dev\dataset\ThinFilm\PMMA\data1\0685.tif,0.020164,40.328214,0.02668,0.174418,1279.829712,1457.578125,-6.442287,12.097067
C:\dev\dataset\ThinFilm\PMMA\data1\0686.tif,0.020189,40.377351,0.026818,0.173049,1280.000977,1455.878906,-6.537304,12.0973
C:\dev\dataset\ThinFilm\PMMA\data1\0687.tif,0.020369,40.737691,0.026904,0.173056,1280.108765,1455.887207,-6.452775,12.097561
C:\dev\dataset\ThinFilm\PMMA\data1\0688.tif,0.020352,40.704933,0.026972,0.175047,1280.192871,1458.35791,-6.432294,12.097822
C:\dev\dataset\ThinFilm\PMMA\data1\0689.tif,0.020352,40.704933,0.027007,0.173151,1280.236206,1456.005127,-6.490009,12.098069
C:\dev\dataset\ThinFilm\PMMA\data1\0690.tif,0.020287,40.5739,0.02708,0.175623,1280.327759,1459.072754,-6.411451,12.098323
C:\dev\dataset\ThinFilm\PMMA\data1\0691.tif,0.020287,40.5739,0.027143,0.175681,1280.406372,1459.145874,-6.485339,12.098571
C:\dev\dataset\ThinFilm\PMMA\data1\0692.tif,0.020213,40.426488,0.027159,0.175614,1280.425781,1459.0625,-6.472441,12.098818
C:\dev\dataset\ThinFilm\PMMA\data1\0693.tif,0.02032,40.639417,0.027305,0.173178,1280.608032,1456.039185,-6.466248,12.099072
C:\dev\dataset\ThinFilm\PMMA\data1\0694.tif,0.020262,40.524763,0.027397,0.175673,1280.723022,1459.135986,-6.34242,12.099319
C:\dev\dataset\ThinFilm\PMMA\data1\0695.tif,0.020393,40.786829,0.027372,0.175704,1280.692383,1459.174194,-6.412135,12.099573
C:\dev\dataset\ThinFilm\PMMA\data1\0696.tif,0.020172,40.344593,0.027452,0.175521,1280.79187,1458.947021,-6.419015,12.09982
C:\dev\dataset\ThinFilm\PMMA\data1\0697.tif,0.020295,40.590279,0.027487,0.175524,1280.835083,1458.949951,-6.393697,12.100088
C:\dev\dataset\ThinFilm\PMMA\data1\0698.tif,0.020303,40.606659,0.02751,0.175439,1280.864014,1458.844482,-6.385715,12.100328
C:\dev\dataset\ThinFilm\PMMA\data1\0699.tif,0.020336,40.672175,0.027637,0.17556,1281.022705,1458.995728,-6.377229,12.100576
C:\dev\dataset\ThinFilm\PMMA\data1\0700.tif,0.020524,41.048895,0.027659,0.175624,1281.049927,1459.074219,-6.35226,12.100823
C:\dev\dataset\ThinFilm\PMMA\data1\0701.tif,0.020369,40.737691,0.027728,0.175465,1281.135498,1458.877441,-6.349539,12.101077
C:\dev\dataset\ThinFilm\PMMA\data1\0702.tif,0.020303,40.606659,0.027682,0.175557,1281.077759,1458.991211,-6.328097,12.101331
C:\dev\dataset\ThinFilm\PMMA\data1\0703.tif,0.02023,40.459247,0.027821,0.176797,1281.251465,1460.530884,-6.342009,12.101578
C:\dev\dataset\ThinFilm\PMMA\data1\0704.tif,0.02018,40.360972,0.027842,0.175623,1281.27771,1459.07373,-6.354831,12.101832
C:\dev\dataset\ThinFilm\PMMA\data1\0705.tif,0.020254,40.508384,0.027975,0.175549,1281.443115,1458.981445,-6.307849,12.10208
C:\dev\dataset\ThinFilm\PMMA\data1\0706.tif,0.02023,40.459247,0.027968,0.175575,1281.434814,1459.013672,-6.275273,12.102327
C:\dev\dataset\ThinFilm\PMMA\data1\0707.tif,0.020164,40.328214,0.028009,0.176267,1281.486084,1459.872314,-6.2777,12.102581
C:\dev\dataset\ThinFilm\PMMA\data1\0708.tif,0.020189,40.377351,0.028195,0.176731,1281.717773,1460.448364,-6.29318,12.102828
C:\dev\dataset\ThinFilm\PMMA\data1\0709.tif,0.02018,40.360972,0.028177,0.176667,1281.694946,1460.369507,-6.268163,12.103075
C:\dev\dataset\ThinFilm\PMMA\data1\0710.tif,0.020213,40.426488,0.028263,0.176853,1281.802124,1460.599609,-6.269991,12.103329
C:\dev\dataset\ThinFilm\PMMA\data1\0711.tif,0.020172,40.344593,0.028275,0.176767,1281.817627,1460.492554,-6.257456,12.103583
C:\dev\dataset\ThinFilm\PMMA\data1\0712.tif,0.020156,40.311835,0.028402,0.17681,1281.975952,1460.546509,-6.25166,12.10383
C:\dev\dataset\ThinFilm\PMMA\data1\0713.tif,0.020287,40.5739,0.028405,0.176205,1281.979004,1459.795898,-6.225247,12.104085
C:\dev\dataset\ThinFilm\PMMA\data1\0714.tif,0.020246,40.492005,0.028449,0.175603,1282.033936,1459.048828,-6.203408,12.104325
C:\dev\dataset\ThinFilm\PMMA\data1\0715.tif,0.020262,40.524763,0.028532,0.176843,1282.137695,1460.587158,-6.172629,12.104586
C:\dev\dataset\ThinFilm\PMMA\data1\0716.tif,0.020402,40.803208,0.028595,0.175623,1282.21582,1459.07373,-6.198071,12.10484
C:\dev\dataset\ThinFilm\PMMA\data1\0717.tif,0.020426,40.852345,0.028673,0.17684,1282.313599,1460.583862,-6.141836,12.105087
C:\dev\dataset\ThinFilm\PMMA\data1\0718.tif,0.02041,40.819587,0.028778,0.176569,1282.44458,1460.247925,-6.167466,12.105334
C:\dev\dataset\ThinFilm\PMMA\data1\0719.tif,0.020328,40.655796,0.028789,0.176788,1282.458252,1460.518799,-6.135555,12.105588
C:\dev\dataset\ThinFilm\PMMA\data1\0720.tif,0.020393,40.786829,0.028872,0.17688,1282.561035,1460.633179,-6.140799,12.105835
C:\dev\dataset\ThinFilm\PMMA\data1\0721.tif,0.020606,41.212686,0.028907,0.176751,1282.605713,1460.4729,-6.126445,12.106089
C:\dev\dataset\ThinFilm\PMMA\data1\0722.tif,0.020328,40.655796,0.029018,0.176775,1282.743408,1460.50293,-6.114396,12.106337
C:\dev\dataset\ThinFilm\PMMA\data1\0723.tif,0.020377,40.754071,0.029079,0.176932,1282.820312,1460.698364,-6.091944,12.106591
C:\dev\dataset\ThinFilm\PMMA\data1\0724.tif,0.020369,40.737691,0.029173,0.175782,1282.936279,1459.27124,-6.084448,12.106845
C:\dev\dataset\ThinFilm\PMMA\data1\0725.tif,0.020303,40.606659,0.02921,0.176949,1282.982788,1460.718506,-6.025613,12.107106
C:\dev\dataset\ThinFilm\PMMA\data1\0726.tif,0.020295,40.590279,0.029214,0.177457,1282.988403,1461.350098,-6.057842,12.107346
C:\dev\dataset\ThinFilm\PMMA\data1\0727.tif,0.020066,40.131664,0.029387,0.177308,1283.204224,1461.164795,-6.074318,12.107593
C:\dev\dataset\ThinFilm\PMMA\data1\0728.tif,0.020402,40.803208,0.029399,0.177536,1283.219116,1461.447632,-6.033462,12.10784
C:\dev\dataset\ThinFilm\PMMA\data1\0729.tif,0.020385,40.77045,0.029394,0.178128,1283.21228,1462.181885,-6.038768,12.108094
C:\dev\dataset\ThinFilm\PMMA\data1\0730.tif,0.020352,40.704933,0.029528,0.17814,1283.37915,1462.196655,-6.060018,12.108348
C:\dev\dataset\ThinFilm\PMMA\data1\0731.tif,0.02032,40.639417,0.029562,0.17687,1283.421265,1460.621582,-6.032948,12.108589
C:\dev\dataset\ThinFilm\PMMA\data1\0732.tif,0.020344,40.688554,0.029581,0.178105,1283.444946,1462.154297,-5.983132,12.10885
C:\dev\dataset\ThinFilm\PMMA\data1\0733.tif,0.020197,40.39373,0.029726,0.178319,1283.626099,1462.419434,-6.021024,12.109097
C:\dev\dataset\ThinFilm\PMMA\data1\0734.tif,0.020254,40.508384,0.029763,0.178254,1283.672241,1462.338379,-5.998777,12.109351
C:\dev\dataset\ThinFilm\PMMA\data1\0735.tif,0.020246,40.492005,0.029836,0.178034,1283.763428,1462.065674,-5.989134,12.109598
C:\dev\dataset\ThinFilm\PMMA\data1\0736.tif,0.020328,40.655796,0.029946,0.178267,1283.900024,1462.354858,-5.967077,12.109845
C:\dev\dataset\ThinFilm\PMMA\data1\0737.tif,0.020213,40.426488,0.029864,0.176951,1283.798584,1460.721313,-5.95303,12.1101
C:\dev\dataset\ThinFilm\PMMA\data1\0738.tif,0.020148,40.295455,0.030043,0.178254,1284.021851,1462.338501,-5.925164,12.110347
C:\dev\dataset\ThinFilm\PMMA\data1\0739.tif,0.020197,40.39373,0.030172,0.178099,1284.182495,1462.145874,-5.93322,12.110601
C:\dev\dataset\ThinFilm\PMMA\data1\0740.tif,0.020221,40.442867,0.030181,0.176426,1284.19397,1460.069336,-5.902735,12.110848
C:\dev\dataset\ThinFilm\PMMA\data1\0741.tif,0.020279,40.557521,0.030282,0.178255,1284.318726,1462.339966,-5.845505,12.111102
C:\dev\dataset\ThinFilm\PMMA\data1\0742.tif,0.02018,40.360972,0.030309,0.175875,1284.353271,1459.386353,-5.886592,12.111349
C:\dev\dataset\ThinFilm\PMMA\data1\0743.tif,0.020426,40.852345,0.030372,0.175675,1284.431152,1459.137573,-5.802704,12.111603
C:\dev\dataset\ThinFilm\PMMA\data1\0744.tif,0.020361,40.721312,0.030438,0.175716,1284.51355,1459.188477,-5.784167,12.11185
C:\dev\dataset\ThinFilm\PMMA\data1\0745.tif,0.020295,40.590279,0.030573,0.175747,1284.682373,1459.227417,-5.772942,12.112104
C:\dev\dataset\ThinFilm\PMMA\data1\0746.tif,0.02041,40.819587,0.030622,0.17932,1284.742554,1463.661011,-5.748396,12.112352
C:\dev\dataset\ThinFilm\PMMA\data1\0747.tif,0.020262,40.524763,0.030615,0.175672,1284.734009,1459.134399,-5.855994,12.112606
C:\dev\dataset\ThinFilm\PMMA\data1\0748.tif,0.020279,40.557521,0.03074,0.17579,1284.890747,1459.280396,-5.738184,12.112853
C:\dev\dataset\ThinFilm\PMMA\data1\0749.tif,0.020369,40.737691,0.030754,0.178265,1284.907715,1462.352539,-5.718532,12.113107
